ID,Response
51591,0
51592,1
51593,0
51594,0
51595,0
51596,0
51597,0
51598,0
51599,0
51600,0
51601,1
51602,0
51603,0
51604,1
51605,0
51606,1
51607,0
51608,0
51609,0
51610,1
51611,1
51612,1
51613,0
51614,0
51615,0
51616,0
51617,0
51618,0
51619,0
51620,0
51621,0
51622,0
51623,0
51624,0
51625,0
51626,0
51627,1
51628,1
51629,1
51630,0
51631,0
51632,1
51633,1
51634,0
51635,0
51636,1
51637,0
51638,1
51639,0
51640,0
51641,1
51642,0
51643,0
51644,0
51645,0
51646,0
51647,0
51648,0
51649,1
51650,0
51651,0
51652,0
51653,0
51654,0
51655,1
51656,1
51657,0
51658,0
51659,1
51660,1
51661,1
51662,1
51663,0
51664,0
51665,0
51666,0
51667,0
51668,0
51669,1
51670,0
51671,1
51672,0
51673,0
51674,0
51675,0
51676,1
51677,0
51678,0
51679,0
51680,0
51681,0
51682,0
51683,1
51684,0
51685,0
51686,0
51687,0
51688,0
51689,0
51690,0
51691,0
51692,1
51693,1
51694,1
51695,0
51696,0
51697,1
51698,0
51699,0
51700,1
51701,0
51702,1
51703,1
51704,0
51705,0
51706,0
51707,0
51708,0
51709,0
51710,0
51711,1
51712,1
51713,0
51714,0
51715,0
51716,1
51717,0
51718,1
51719,1
51720,0
51721,0
51722,0
51723,0
51724,0
51725,0
51726,0
51727,1
51728,0
51729,0
51730,1
51731,0
51732,0
51733,0
51734,0
51735,0
51736,1
51737,0
51738,1
51739,0
51740,1
51741,1
51742,0
51743,1
51744,0
51745,0
51746,0
51747,0
51748,1
51749,0
51750,1
51751,0
51752,0
51753,1
51754,0
51755,0
51756,0
51757,1
51758,0
51759,0
51760,0
51761,1
51762,1
51763,0
51764,1
51765,0
51766,0
51767,0
51768,0
51769,0
51770,1
51771,1
51772,0
51773,1
51774,0
51775,0
51776,1
51777,0
51778,0
51779,1
51780,1
51781,0
51782,1
51783,0
51784,0
51785,0
51786,1
51787,0
51788,0
51789,0
51790,0
51791,0
51792,0
51793,0
51794,0
51795,0
51796,0
51797,1
51798,0
51799,0
51800,1
51801,0
51802,0
51803,0
51804,1
51805,0
51806,1
51807,1
51808,0
51809,1
51810,0
51811,0
51812,1
51813,0
51814,1
51815,1
51816,1
51817,0
51818,0
51819,0
51820,0
51821,0
51822,0
51823,0
51824,0
51825,0
51826,0
51827,0
51828,0
51829,0
51830,0
51831,0
51832,0
51833,0
51834,0
51835,0
51836,0
51837,0
51838,0
51839,0
51840,1
51841,1
51842,0
51843,0
51844,1
51845,0
51846,1
51847,0
51848,0
51849,0
51850,0
51851,1
51852,0
51853,0
51854,1
51855,1
51856,0
51857,0
51858,0
51859,0
51860,0
51861,1
51862,1
51863,0
51864,0
51865,0
51866,0
51867,0
51868,0
51869,1
51870,0
51871,0
51872,0
51873,0
51874,0
51875,1
51876,1
51877,0
51878,0
51879,1
51880,1
51881,0
51882,0
51883,1
51884,0
51885,0
51886,0
51887,0
51888,0
51889,0
51890,1
51891,0
51892,1
51893,0
51894,0
51895,0
51896,0
51897,0
51898,0
51899,0
51900,1
51901,0
51902,0
51903,0
51904,0
51905,0
51906,0
51907,1
51908,1
51909,1
51910,0
51911,0
51912,1
51913,0
51914,1
51915,1
51916,0
51917,0
51918,1
51919,0
51920,0
51921,0
51922,0
51923,0
51924,1
51925,1
51926,1
51927,1
51928,1
51929,0
51930,0
51931,0
51932,1
51933,0
51934,0
51935,0
51936,0
51937,1
51938,0
51939,1
51940,1
51941,1
51942,1
51943,0
51944,0
51945,0
51946,0
51947,1
51948,1
51949,0
51950,0
51951,1
51952,0
51953,1
51954,0
51955,0
51956,1
51957,0
51958,0
51959,0
51960,0
51961,0
51962,0
51963,0
51964,0
51965,0
51966,1
51967,1
51968,0
51969,1
51970,0
51971,0
51972,0
51973,0
51974,1
51975,0
51976,0
51977,0
51978,0
51979,0
51980,0
51981,1
51982,0
51983,0
51984,0
51985,0
51986,1
51987,0
51988,1
51989,0
51990,1
51991,0
51992,0
51993,0
51994,0
51995,0
51996,1
51997,0
51998,0
51999,0
52000,0
52001,1
52002,0
52003,1
52004,0
52005,0
52006,0
52007,0
52008,0
52009,1
52010,1
52011,0
52012,0
52013,0
52014,1
52015,0
52016,0
52017,0
52018,1
52019,0
52020,0
52021,1
52022,0
52023,0
52024,0
52025,0
52026,0
52027,0
52028,0
52029,0
52030,0
52031,0
52032,1
52033,0
52034,0
52035,1
52036,0
52037,0
52038,0
52039,1
52040,0
52041,1
52042,0
52043,1
52044,1
52045,0
52046,0
52047,1
52048,0
52049,0
52050,1
52051,1
52052,0
52053,0
52054,0
52055,0
52056,0
52057,0
52058,0
52059,0
52060,0
52061,0
52062,1
52063,0
52064,0
52065,0
52066,0
52067,0
52068,0
52069,1
52070,1
52071,0
52072,0
52073,1
52074,0
52075,1
52076,0
52077,0
52078,1
52079,0
52080,0
52081,1
52082,0
52083,0
52084,1
52085,0
52086,0
52087,0
52088,0
52089,0
52090,0
52091,0
52092,0
52093,0
52094,0
52095,0
52096,0
52097,0
52098,0
52099,1
52100,0
52101,0
52102,0
52103,1
52104,0
52105,1
52106,0
52107,0
52108,0
52109,0
52110,0
52111,1
52112,1
52113,1
52114,0
52115,0
52116,0
52117,0
52118,0
52119,0
52120,1
52121,0
52122,0
52123,0
52124,1
52125,1
52126,0
52127,1
52128,0
52129,1
52130,1
52131,0
52132,0
52133,0
52134,1
52135,1
52136,1
52137,0
52138,1
52139,0
52140,0
52141,0
52142,0
52143,0
52144,1
52145,0
52146,0
52147,0
52148,0
52149,0
52150,0
52151,0
52152,0
52153,0
52154,0
52155,0
52156,0
52157,1
52158,0
52159,0
52160,1
52161,1
52162,0
52163,1
52164,1
52165,0
52166,0
52167,0
52168,0
52169,0
52170,0
52171,1
52172,1
52173,1
52174,1
52175,0
52176,0
52177,0
52178,0
52179,1
52180,0
52181,0
52182,1
52183,1
52184,1
52185,1
52186,0
52187,0
52188,0
52189,0
52190,0
52191,0
52192,1
52193,0
52194,1
52195,0
52196,0
52197,1
52198,0
52199,0
52200,0
52201,0
52202,0
52203,0
52204,0
52205,0
52206,0
52207,0
52208,0
52209,1
52210,0
52211,0
52212,1
52213,0
52214,0
52215,1
52216,1
52217,0
52218,0
52219,1
52220,1
52221,0
52222,0
52223,0
52224,0
52225,0
52226,0
52227,1
52228,0
52229,0
52230,1
52231,1
52232,0
52233,0
52234,0
52235,0
52236,0
52237,0
52238,1
52239,0
52240,0
52241,0
52242,0
52243,0
52244,1
52245,0
52246,1
52247,0
52248,0
52249,0
52250,1
52251,0
52252,1
52253,0
52254,0
52255,0
52256,0
52257,0
52258,0
52259,1
52260,0
52261,0
52262,1
52263,1
52264,0
52265,1
52266,0
52267,0
52268,0
52269,1
52270,0
52271,1
52272,0
52273,0
52274,0
52275,0
52276,0
52277,0
52278,0
52279,1
52280,0
52281,0
52282,0
52283,1
52284,1
52285,0
52286,0
52287,0
52288,0
52289,0
52290,0
52291,0
52292,0
52293,0
52294,1
52295,0
52296,0
52297,1
52298,0
52299,1
52300,0
52301,0
52302,0
52303,0
52304,0
52305,0
52306,0
52307,0
52308,0
52309,0
52310,0
52311,0
52312,0
52313,0
52314,1
52315,0
52316,0
52317,0
52318,0
52319,1
52320,0
52321,0
52322,0
52323,0
52324,0
52325,0
52326,0
52327,0
52328,0
52329,0
52330,0
52331,1
52332,0
52333,0
52334,0
52335,1
52336,1
52337,1
52338,0
52339,0
52340,1
52341,0
52342,0
52343,0
52344,0
52345,0
52346,1
52347,0
52348,1
52349,0
52350,0
52351,1
52352,0
52353,0
52354,0
52355,1
52356,0
52357,0
52358,0
52359,1
52360,0
52361,1
52362,0
52363,0
52364,1
52365,0
52366,1
52367,0
52368,0
52369,0
52370,0
52371,1
52372,1
52373,0
52374,1
52375,1
52376,0
52377,0
52378,0
52379,0
52380,0
52381,0
52382,1
52383,0
52384,0
52385,1
52386,0
52387,0
52388,0
52389,0
52390,1
52391,0
52392,0
52393,1
52394,0
52395,0
52396,1
52397,0
52398,0
52399,1
52400,0
52401,0
52402,0
52403,1
52404,0
52405,0
52406,0
52407,0
52408,0
52409,0
52410,1
52411,1
52412,0
52413,0
52414,0
52415,1
52416,0
52417,1
52418,0
52419,0
52420,0
52421,1
52422,0
52423,1
52424,0
52425,1
52426,0
52427,1
52428,0
52429,1
52430,0
52431,0
52432,1
52433,0
52434,0
52435,1
52436,1
52437,0
52438,0
52439,0
52440,0
52441,0
52442,0
52443,0
52444,0
52445,0
52446,0
52447,0
52448,1
52449,0
52450,1
52451,1
52452,0
52453,1
52454,0
52455,1
52456,0
52457,1
52458,1
52459,0
52460,0
52461,0
52462,0
52463,0
52464,0
52465,1
52466,0
52467,1
52468,0
52469,0
52470,0
52471,1
52472,1
52473,1
52474,0
52475,0
52476,1
52477,0
52478,0
52479,1
52480,0
52481,0
52482,0
52483,0
52484,0
52485,1
52486,1
52487,0
52488,0
52489,0
52490,0
52491,0
52492,0
52493,1
52494,0
52495,1
52496,0
52497,0
52498,0
52499,1
52500,0
52501,0
52502,0
52503,0
52504,1
52505,0
52506,0
52507,0
52508,0
52509,0
52510,0
52511,0
52512,0
52513,0
52514,0
52515,1
52516,0
52517,0
52518,1
52519,0
52520,0
52521,0
52522,0
52523,0
52524,0
52525,0
52526,0
52527,0
52528,0
52529,0
52530,0
52531,0
52532,0
52533,0
52534,1
52535,1
52536,0
52537,0
52538,0
52539,0
52540,0
52541,0
52542,0
52543,0
52544,0
52545,1
52546,0
52547,1
52548,1
52549,0
52550,1
52551,0
52552,1
52553,0
52554,0
52555,0
52556,0
52557,0
52558,0
52559,1
52560,0
52561,0
52562,0
52563,0
52564,0
52565,0
52566,0
52567,0
52568,1
52569,0
52570,0
52571,0
52572,0
52573,0
52574,0
52575,0
52576,1
52577,0
52578,0
52579,0
52580,0
52581,0
52582,0
52583,0
52584,0
52585,1
52586,0
52587,0
52588,0
52589,0
52590,1
52591,0
52592,0
52593,0
52594,0
52595,0
52596,0
52597,0
52598,1
52599,0
52600,1
52601,0
52602,0
52603,1
52604,0
52605,0
52606,0
52607,0
52608,0
52609,0
52610,0
52611,0
52612,1
52613,1
52614,1
52615,0
52616,0
52617,1
52618,0
52619,1
52620,0
52621,0
52622,0
52623,0
52624,0
52625,0
52626,1
52627,0
52628,1
52629,1
52630,1
52631,0
52632,0
52633,0
52634,0
52635,0
52636,0
52637,1
52638,0
52639,0
52640,1
52641,0
52642,0
52643,0
52644,1
52645,0
52646,0
52647,0
52648,0
52649,1
52650,0
52651,0
52652,0
52653,0
52654,0
52655,0
52656,0
52657,0
52658,0
52659,0
52660,1
52661,0
52662,1
52663,0
52664,0
52665,0
52666,0
52667,0
52668,0
52669,1
52670,1
52671,1
52672,0
52673,0
52674,1
52675,0
52676,0
52677,0
52678,0
52679,1
52680,1
52681,1
52682,0
52683,0
52684,0
52685,0
52686,0
52687,0
52688,1
52689,1
52690,0
52691,1
52692,1
52693,0
52694,0
52695,0
52696,0
52697,0
52698,1
52699,0
52700,0
52701,0
52702,1
52703,0
52704,0
52705,0
52706,0
52707,1
52708,0
52709,0
52710,0
52711,0
52712,1
52713,1
52714,0
52715,0
52716,0
52717,0
52718,0
52719,0
52720,0
52721,1
52722,0
52723,1
52724,0
52725,1
52726,0
52727,0
52728,0
52729,0
52730,0
52731,1
52732,0
52733,1
52734,1
52735,1
52736,0
52737,0
52738,0
52739,1
52740,1
52741,0
52742,0
52743,0
52744,1
52745,0
52746,0
52747,0
52748,0
52749,0
52750,0
52751,0
52752,1
52753,0
52754,0
52755,0
52756,1
52757,0
52758,1
52759,0
52760,0
52761,0
52762,1
52763,0
52764,0
52765,0
52766,0
52767,0
52768,0
52769,1
52770,1
52771,0
52772,0
52773,0
52774,1
52775,0
52776,0
52777,0
52778,0
52779,1
52780,0
52781,1
52782,0
52783,0
52784,0
52785,0
52786,0
52787,0
52788,0
52789,0
52790,0
52791,0
52792,0
52793,0
52794,0
52795,0
52796,0
52797,0
52798,0
52799,0
52800,0
52801,0
52802,0
52803,0
52804,0
52805,0
52806,0
52807,1
52808,1
52809,0
52810,0
52811,1
52812,0
52813,0
52814,0
52815,1
52816,0
52817,1
52818,0
52819,1
52820,1
52821,0
52822,1
52823,0
52824,0
52825,0
52826,0
52827,1
52828,0
52829,1
52830,0
52831,1
52832,1
52833,0
52834,0
52835,0
52836,0
52837,0
52838,0
52839,1
52840,1
52841,0
52842,0
52843,1
52844,1
52845,0
52846,0
52847,0
52848,0
52849,1
52850,1
52851,0
52852,0
52853,0
52854,0
52855,1
52856,0
52857,1
52858,0
52859,0
52860,1
52861,0
52862,0
52863,1
52864,0
52865,0
52866,0
52867,0
52868,0
52869,0
52870,0
52871,0
52872,0
52873,0
52874,0
52875,0
52876,0
52877,0
52878,0
52879,0
52880,1
52881,1
52882,0
52883,1
52884,0
52885,0
52886,1
52887,0
52888,0
52889,0
52890,1
52891,0
52892,0
52893,0
52894,0
52895,0
52896,1
52897,0
52898,1
52899,0
52900,0
52901,0
52902,0
52903,0
52904,0
52905,1
52906,0
52907,0
52908,1
52909,0
52910,0
52911,0
52912,0
52913,0
52914,0
52915,1
52916,0
52917,0
52918,0
52919,0
52920,0
52921,0
52922,0
52923,0
52924,0
52925,1
52926,0
52927,0
52928,0
52929,0
52930,0
52931,0
52932,0
52933,1
52934,0
52935,0
52936,0
52937,0
52938,0
52939,0
52940,0
52941,0
52942,1
52943,0
52944,1
52945,1
52946,0
52947,0
52948,0
52949,0
52950,0
52951,0
52952,0
52953,0
52954,0
52955,1
52956,0
52957,1
52958,0
52959,0
52960,0
52961,0
52962,0
52963,0
52964,0
52965,1
52966,0
52967,0
52968,0
52969,0
52970,0
52971,1
52972,0
52973,0
52974,1
52975,0
52976,1
52977,0
52978,0
52979,1
52980,0
52981,0
52982,1
52983,0
52984,0
52985,0
52986,0
52987,1
52988,1
52989,0
52990,0
52991,0
52992,0
52993,0
52994,1
52995,0
52996,0
52997,0
52998,0
52999,0
53000,0
53001,0
53002,0
53003,0
53004,0
53005,1
53006,0
53007,1
53008,0
53009,0
53010,0
53011,0
53012,0
53013,1
53014,0
53015,1
53016,0
53017,0
53018,1
53019,0
53020,0
53021,1
53022,0
53023,0
53024,1
53025,0
53026,1
53027,1
53028,1
53029,0
53030,0
53031,0
53032,1
53033,0
53034,0
53035,1
53036,1
53037,1
53038,1
53039,0
53040,0
53041,0
53042,0
53043,0
53044,1
53045,1
53046,0
53047,0
53048,0
53049,0
53050,0
53051,0
53052,1
53053,0
53054,0
53055,0
53056,1
53057,1
53058,0
53059,1
53060,1
53061,0
53062,0
53063,0
53064,0
53065,0
53066,0
53067,0
53068,0
53069,1
53070,0
53071,1
53072,0
53073,0
53074,0
53075,0
53076,0
53077,1
53078,0
53079,0
53080,0
53081,0
53082,0
53083,0
53084,1
53085,0
53086,1
53087,1
53088,0
53089,0
53090,0
53091,0
53092,0
53093,0
53094,0
53095,0
53096,1
53097,0
53098,1
53099,0
53100,1
53101,0
53102,1
53103,1
53104,1
53105,0
53106,1
53107,0
53108,1
53109,1
53110,0
53111,0
53112,0
53113,1
53114,0
53115,1
53116,0
53117,1
53118,0
53119,0
53120,0
53121,0
53122,0
53123,0
53124,1
53125,0
53126,0
53127,0
53128,1
53129,1
53130,1
53131,0
53132,0
53133,1
53134,0
53135,0
53136,0
53137,0
53138,0
53139,0
53140,1
53141,1
53142,0
53143,0
53144,1
53145,0
53146,1
53147,0
53148,0
53149,0
53150,1
53151,0
53152,0
53153,0
53154,0
53155,0
53156,0
53157,0
53158,0
53159,1
53160,0
53161,1
53162,0
53163,0
53164,1
53165,0
53166,1
53167,0
53168,0
53169,1
53170,1
53171,0
53172,0
53173,1
53174,0
53175,0
53176,0
53177,1
53178,0
53179,0
53180,1
53181,1
53182,0
53183,0
53184,0
53185,1
53186,1
53187,0
53188,0
53189,1
53190,0
53191,0
53192,0
53193,0
53194,1
53195,0
53196,0
53197,1
53198,0
53199,1
53200,0
53201,0
53202,0
53203,0
53204,0
53205,0
53206,1
53207,0
53208,1
53209,1
53210,0
53211,1
53212,0
53213,0
53214,0
53215,0
53216,0
53217,0
53218,1
53219,1
53220,1
53221,1
53222,1
53223,0
53224,0
53225,0
53226,0
53227,0
53228,0
53229,0
53230,0
53231,0
53232,0
53233,0
53234,0
53235,0
53236,0
53237,0
53238,0
53239,0
53240,0
53241,0
53242,0
53243,1
53244,0
53245,0
53246,0
53247,0
53248,1
53249,0
53250,1
53251,1
53252,0
53253,0
53254,1
53255,0
53256,0
53257,0
53258,1
53259,1
53260,1
53261,0
53262,1
53263,1
53264,1
53265,0
53266,0
53267,0
53268,0
53269,1
53270,1
53271,1
53272,0
53273,0
53274,0
53275,0
53276,0
53277,1
53278,0
53279,0
53280,0
53281,0
53282,0
53283,0
53284,0
53285,0
53286,0
53287,0
53288,0
53289,0
53290,0
53291,0
53292,0
53293,0
53294,1
53295,1
53296,0
53297,1
53298,0
53299,0
53300,0
53301,0
53302,0
53303,1
53304,1
53305,1
53306,0
53307,1
53308,1
53309,0
53310,0
53311,0
53312,0
53313,0
53314,0
53315,0
53316,0
53317,0
53318,1
53319,0
53320,0
53321,0
53322,1
53323,0
53324,0
53325,1
53326,0
53327,0
53328,0
53329,0
53330,0
53331,1
53332,1
53333,1
53334,1
53335,0
53336,0
53337,0
53338,0
53339,0
53340,0
53341,1
53342,1
53343,0
53344,0
53345,0
53346,0
53347,0
53348,0
53349,0
53350,1
53351,0
53352,0
53353,0
53354,1
53355,1
53356,0
53357,1
53358,0
53359,0
53360,0
53361,1
53362,0
53363,0
53364,1
53365,0
53366,1
53367,0
53368,1
53369,0
53370,0
53371,1
53372,1
53373,0
53374,1
53375,0
53376,0
53377,0
53378,0
53379,0
53380,0
53381,1
53382,1
53383,0
53384,0
53385,1
53386,0
53387,0
53388,0
53389,1
53390,0
53391,0
53392,1
53393,0
53394,0
53395,0
53396,1
53397,0
53398,1
53399,0
53400,0
53401,0
53402,0
53403,1
53404,0
53405,0
53406,0
53407,0
53408,0
53409,0
53410,0
53411,0
53412,1
53413,0
53414,0
53415,0
53416,0
53417,1
53418,0
53419,1
53420,0
53421,0
53422,1
53423,0
53424,0
53425,0
53426,0
53427,1
53428,1
53429,0
53430,1
53431,0
53432,0
53433,0
53434,1
53435,0
53436,1
53437,1
53438,0
53439,1
53440,0
53441,0
53442,1
53443,0
53444,0
53445,1
53446,0
53447,0
53448,0
53449,1
53450,1
53451,1
53452,0
53453,0
53454,0
53455,1
53456,0
53457,1
53458,0
53459,0
53460,0
53461,0
53462,0
53463,1
53464,0
53465,0
53466,0
53467,1
53468,1
53469,0
53470,0
53471,1
53472,0
53473,0
53474,0
53475,1
53476,0
53477,0
53478,1
53479,0
53480,1
53481,0
53482,0
53483,0
53484,1
53485,0
53486,0
53487,1
53488,1
53489,0
53490,1
53491,0
53492,0
53493,1
53494,1
53495,0
53496,0
53497,1
53498,0
53499,0
53500,0
53501,0
53502,0
53503,1
53504,0
53505,0
53506,0
53507,1
53508,0
53509,1
53510,0
53511,0
53512,0
53513,0
53514,0
53515,1
53516,0
53517,0
53518,1
53519,0
53520,0
53521,0
53522,0
53523,0
53524,0
53525,1
53526,0
53527,0
53528,1
53529,0
53530,0
53531,0
53532,1
53533,0
53534,0
53535,1
53536,0
53537,0
53538,0
53539,1
53540,0
53541,0
53542,0
53543,0
53544,0
53545,0
53546,0
53547,0
53548,0
53549,1
53550,0
53551,0
53552,0
53553,0
53554,0
53555,1
53556,0
53557,0
53558,0
53559,0
53560,0
53561,0
53562,0
53563,0
53564,0
53565,0
53566,0
53567,1
53568,1
53569,0
53570,0
53571,0
53572,0
53573,0
53574,0
53575,0
53576,0
53577,0
53578,0
53579,1
53580,1
53581,1
53582,1
53583,1
53584,1
53585,0
53586,0
53587,0
53588,1
53589,1
53590,0
53591,0
53592,0
53593,0
53594,0
53595,1
53596,1
53597,1
53598,0
53599,0
53600,1
53601,0
53602,0
53603,0
53604,1
53605,0
53606,1
53607,1
53608,1
53609,0
53610,0
53611,0
53612,0
53613,1
53614,0
53615,0
53616,0
53617,0
53618,0
53619,0
53620,0
53621,0
53622,1
53623,1
53624,0
53625,0
53626,1
53627,0
53628,0
53629,1
53630,0
53631,1
53632,0
53633,1
53634,0
53635,0
53636,1
53637,1
53638,1
53639,1
53640,0
53641,0
53642,1
53643,0
53644,0
53645,1
53646,1
53647,1
53648,0
53649,0
53650,0
53651,0
53652,0
53653,1
53654,1
53655,0
53656,1
53657,0
53658,1
53659,1
53660,1
53661,0
53662,0
53663,0
53664,1
53665,0
53666,1
53667,0
53668,0
53669,1
53670,0
53671,1
53672,1
53673,0
53674,0
53675,0
53676,0
53677,0
53678,0
53679,0
